id_erm;mre_guid;departamento;municipio;tipologia;cod_dane_muni;cod_dane_depto;organización;motivo_de_actividad;fecha_de_inicio;año_inicio;mes;fecha_de_finalizacion;nombre_del_sitio;location_guid;tipo_de_actividad;otromodeloerm;indigenashombresedad0a5;indigenashombresedad6a11;indigenashombresedad12a17;indigenashombresedad18a23;indigenashombresedad24omas;indigenashombresedadtotalh;indigenasmujeresedad0a5;indigenasmujeresedad6a11;indigenasmujeresedad12a17;indigenasmujeresedad18a23;indigenasmujeresedad24omas;indigenasmujeresedadtotalm;afroshombresedad0a5;afroshombresedad6a11;afroshombresedad12a17;afroshombresedad18a23;afroshombresedad24omas;afroshombresedadtotalh;afrosmujeresedad0a5;afrosmujeresedad6a11;afrosmujeresedad12a17;afrosmujeresedad18a23;afrosmujeresedad24omas;afrosmujeresedadtotalm;mestizoshombresedad0a5;mestizoshombresedad6a11;mestizoshombresedad12a17;mestizoshombresedad18a23;mestizoshombresedad24omas;mestizoshombresedadtotalh;mestizosmujeresedad0a5;mestizosmujeresedad6a11;mestizosmujeresedad12a17;mestizosmujeresedad18a23;mestizosmujeresedad24omas;mestizosmujeresedadtotalm;comunidadintervenida;motivoactividad;tipodeevidencias;deptomunicipio;tipolugar;otroevidencias;npersonastotal
ERM_ACT_1308;ac10-0256-16051870778-4534d034-2d10-f;CHOCO;ALTO BAUDÓ;Tipo I;27025;27;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa1097246-bf7d3ebf-3220-d;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;CHOCO-ALTO BAUDÓ;SIN INFORMACION;;4
ERM_ACT_1309;ac10-0256-16051871237-365f2180-2d17-e;CHOCO;QUIBDÓ;Tipo I;27001;27;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa1058017-66fca83b-f4c-53;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;CHOCO-QUIBDÓ;SIN INFORMACION;;4
ERM_ACT_1310;ac10-0256-16051871bfb-4edeff81-2d1e-c;CHOCO;SIPÍ;Tipo I;27745;27;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa1094c7e-4148d242-30c8-8;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;CHOCO-SIPÍ;SIN INFORMACION;;4
ERM_ACT_1316;ac10-0256-16051872590-e3d50b7a-2d25-e;GUAVIARE;CALAMAR;Tipo I;95015;95;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa109642c-6c54c541-3198-6;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;GUAVIARE-CALAMAR;SIN INFORMACION;;4
ERM_ACT_1317;ac10-0256-16051872f44-ba1217bb-2d2c-b;GUAVIARE;EL RETORNO;Tipo I;95025;95;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa103aeb4-57d726ed-38-d9b;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;GUAVIARE-EL RETORNO;SIN INFORMACION;;4
ERM_ACT_1318;ac10-0256-16051873908-5cb40a27-2d33-2;GUAVIARE;SAN JOSÉ DEL GUAVIARE;Tipo I;95001;95;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa104925d-2c2402a0-74c-1f;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;GUAVIARE-SAN JOSÉ DEL GUAVIARE;SIN INFORMACION;;4
ERM_ACT_1319;ac10-0256-16051874397-f0bb68e8-2d3a-c;HUILA;BARAYA;Tipo I;41078;41;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa105beb7-dcb9e79-1180-65;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;HUILA-BARAYA;SIN INFORMACION;;4
ERM_ACT_1320;ac10-0256-16051874d3c-8cd2221f-2d41-a;HUILA;COLOMBIA;Tipo I;41206;41;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa108f1ac-aa9b27a2-2dac-2;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;HUILA-COLOMBIA;SIN INFORMACION;;4
ERM_ACT_1321;ac10-0256-1605187572f-816c9fd3-2d48-b;LA GUAJIRA;MAICAO;Tipo III;44430;44;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa1049674-640575-774-4b99;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;LA GUAJIRA-MAICAO;SIN INFORMACION;;4
ERM_ACT_1322;ac10-0256-160518760b5-ed354b03-2d4f-f;LA GUAJIRA;RIOHACHA;Tipo II;44001;44;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa10756ab-d301ed76-1f44-5;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;LA GUAJIRA-RIOHACHA;SIN INFORMACION;;4
ERM_ACT_1323;ac10-0256-16051876a79-8b9619ff-2d56-f;LA GUAJIRA;URIBIA;Tipo II;44847;44;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a00-b706-122512e8da2-b2ce8150-5a-4b5;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;LA GUAJIRA-URIBIA;SIN INFORMACION;;4
ERM_ACT_1324;ac10-0256-16051877508-87817af1-2d5d-3;MAGDALENA;SANTA MARTA;Tipo I;47001;47;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa1040b0d-d7ed45fc-2e8-be;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;MAGDALENA-SANTA MARTA;SIN INFORMACION;;4
ERM_ACT_1325;ac10-0256-16051877ebc-15329693-2d64-2;META;EL CASTILLO;Tipo I;50251;50;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa107613a-a60481a1-1f9c-f;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;META-EL CASTILLO;SIN INFORMACION;;4
ERM_ACT_1326;ac10-0256-16051878880-53ce3b90-2d6b-7;META;MESETAS;Tipo I;50330;50;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa109476d-51644c87-309c-2;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;META-MESETAS;SIN INFORMACION;;4
ERM_ACT_1327;ac10-0256-160518792d1-dc2e9beb-2d72-6;META;PUERTO CONCORDIA;Tipo II;50450;50;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa104bce7-f9431551-8bc-cc;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;META-PUERTO CONCORDIA;SIN INFORMACION;;4
ERM_ACT_1328;ac10-0256-16051879c76-a38c9c17-2d79-2;META;PUERTO RICO;Tipo I;50590;50;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa1042cbe-3bdbd18c-404-59;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;META-PUERTO RICO;SIN INFORMACION;;4
ERM_ACT_1329;ac10-0256-1605187a791-6daa020-2d80-5b;META;URIBE;Tipo I;50370;50;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa10a0899-5c0366b8-3764-8;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;META-URIBE;SIN INFORMACION;;4
ERM_ACT_1330;ac10-0256-1605187b146-ce851aeb-2d87-5;META;VISTAHERMOSA;Tipo I;50711;50;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa10a0628-9bfb12c1-374c-6;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;META-VISTAHERMOSA;SIN INFORMACION;;4
ERM_ACT_1331;ac10-0256-1605187bafa-25c0755e-2d8e-9;NARIÑO;EL CHARCO;Tipo I;52250;52;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa10999a4-a0c301c2-337c-9;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;NARIÑO-EL CHARCO;SIN INFORMACION;;4
ERM_ACT_1332;ac10-0256-1605189c9f7-890e6b46-2daf-5;NARIÑO;IPIALES;Tipo I;52356;52;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa1064451-c45042a7-1608-7;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;NARIÑO-IPIALES;SIN INFORMACION;;4
ERM_ACT_1333;ac10-0256-1605189d3bb-1d8dc5d6-2db6-2;NARIÑO;PASTO;Tipo III;52001;52;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa107c6d9-d7e4b6ac-2310-9;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;NARIÑO-PASTO;SIN INFORMACION;;4
ERM_ACT_1334;ac10-0256-1605189dddc-d5e5d895-2dbd-8;NARIÑO;TUMACO;Tipo I;52835;52;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa106e4f6-13632de8-1b78-b;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;NARIÑO-TUMACO;SIN INFORMACION;;4
ERM_ACT_1335;ac10-0256-1605189e7a0-c7156bb9-2dc4-6;NORTE DE SANTANDER;CÚCUTA;Tipo II;54001;54;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa105ed58-349fa232-1308-b;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;NORTE DE SANTANDER-CÚCUTA;SIN INFORMACION;;4
ERM_ACT_1336;ac10-0256-1605189f27e-193bd459-2dcb-8;NORTE DE SANTANDER;SARDINATA;Tipo I;54720;54;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa1061f16-ca805b46-14c4-7;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;NORTE DE SANTANDER-SARDINATA;SIN INFORMACION;;4
ERM_ACT_1337;ac10-0256-1605189fc13-2c35d215-2dd2-5;NORTE DE SANTANDER;TIBÚ;Tipo I;54810;54;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa105650e-9bd4a915-e5c-ac;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;NORTE DE SANTANDER-TIBÚ;SIN INFORMACION;;4
ERM_ACT_1338;ac10-0256-160518a05d7-b85136fd-2dd9-8;PUTUMAYO;ORITO;Tipo I;86320;86;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa10a638a-5715cf15-3a74-9;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;PUTUMAYO-ORITO;SIN INFORMACION;;4
ERM_ACT_1339;ac10-0256-160518a0fab-634899c0-2de0-b;PUTUMAYO;PUERTO ASÍS;Tipo I;86568;86;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa109ea15-a3d65823-3654-e;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;PUTUMAYO-PUERTO ASÍS;SIN INFORMACION;;4
ERM_ACT_1340;ac10-0256-160518a19bd-b67b1fa9-2de7-9;PUTUMAYO;PUERTO CAICEDO;Tipo I;86569;86;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa1065a1b-307b872d-16d0-3;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;PUTUMAYO-PUERTO CAICEDO;SIN INFORMACION;;4
ERM_ACT_1341;ac10-0256-160518a246b-36361740-2dee-d;PUTUMAYO;SAN MIGUEL;Tipo I;86757;86;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa1097c29-f131a2c1-3274-a;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;PUTUMAYO-SAN MIGUEL;SIN INFORMACION;;4
ERM_ACT_1342;ac10-0256-160518a2e3f-2097aa12-2df5-6;PUTUMAYO;VALLE DEL GUAMUEZ;Tipo I;86865;86;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa10a49e8-b112a35b-3994-5;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;PUTUMAYO-VALLE DEL GUAMUEZ;SIN INFORMACION;;4
ERM_ACT_1343;ac10-0256-160518a37f3-72b27ffe-2dfc-b;QUINDIO;ARMENIA;Tipo IV;63001;63;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;ac10-0141-142381319fa-fb77c09d-5d14-7;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;QUINDIO-ARMENIA;SIN INFORMACION;;4
ERM_ACT_1344;ac10-0256-160518a4198-fad31d4f-2e03-8;RISARALDA;DOSQUEBRADAS;Tipo III;66170;66;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;ac10-0141-132d0c0c453-85266a97-14f-c4;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;RISARALDA-DOSQUEBRADAS;SIN INFORMACION;;4
ERM_ACT_1345;ac10-0256-160518a4b2d-4d5981e1-2e0a-9;RISARALDA;PEREIRA;Tipo II;66001;66;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa1045525-3b154b0b-554-97;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;RISARALDA-PEREIRA;SIN INFORMACION;;4
ERM_ACT_1346;ac10-0256-160518a561a-2ed7af74-2e11-6;SANTANDER;BARRANCABERMEJA;Tipo II;68081;68;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa1083293-5f0eedbf-26f4-d;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;SANTANDER-BARRANCABERMEJA;SIN INFORMACION;;4
ERM_ACT_1347;ac10-0256-160518a5fcf-be7cfc57-2e18-1;SANTANDER;BUCARAMANGA;Tipo II;68001;68;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa105a1e8-9b670ae9-1080-9;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;SANTANDER-BUCARAMANGA;SIN INFORMACION;;4
ERM_ACT_1348;ac10-0256-160518a6954-f18986e0-2e1f-4;SANTANDER;FLORIDABLANCA;Tipo III;68276;68;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;7f00-0001-129f5c8b42c-90e4866d-4-744f;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;SANTANDER-FLORIDABLANCA;SIN INFORMACION;;4
ERM_ACT_1349;ac10-0256-160518a7347-eedeb654-2e26-b;SANTANDER;GIRÓN;Tipo II;68307;68;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa105a3ad-d6ba625c-1090-8;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;SANTANDER-GIRÓN;SIN INFORMACION;;4
ERM_ACT_1350;ac10-0256-160518a7cdc-a2839429-2e2d-e;SANTANDER;PIEDECUESTA;Tipo II;68547;68;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa104b0e1-2f8cccae-854-ba;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;SANTANDER-PIEDECUESTA;SIN INFORMACION;;4
ERM_ACT_1351;ac10-0256-160518a87e8-d147dec0-2e34-f;TOLIMA;CHAPARRAL;Tipo I;73168;73;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa1095a39-60809c62-3138-3;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;TOLIMA-CHAPARRAL;SIN INFORMACION;;4
ERM_ACT_1352;ac10-0256-160518a917d-f844d2db-2e3b-5;TOLIMA;PLANADAS;Tipo I;73555;73;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa106a8a8-c5ef0016-1970-d;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;TOLIMA-PLANADAS;SIN INFORMACION;;4
ERM_ACT_1353;ac10-0256-160518a9b42-231da5f6-2e42-2;TOLIMA;RIOBLANCO;Tipo I;73616;73;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/11/2015;2015;11;;;0a0a-502c-11aa1082257-6a22749e-2660-3;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;TOLIMA-RIOBLANCO;SIN INFORMACION;;4
ERM_ACT_1354;ac10-0256-160518aa506-a86d94-2e49-45c;VALLE DEL CAUCA;BUENAVENTURA;Tipo I;76109;76;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa1045bdc-2514f5ba-58c-8c;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;VALLE DEL CAUCA-BUENAVENTURA;SIN INFORMACION;;8
ERM_ACT_1355;ac10-0256-160518aaee9-d5293cb2-2e50-4;VALLE DEL CAUCA;BUGA;Tipo I;76111;76;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa1059f67-ce780f05-1068-f;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;VALLE DEL CAUCA-BUGA;SIN INFORMACION;;8
ERM_ACT_1356;ac10-0256-160518aba14-490e246f-2e57-9;VALLE DEL CAUCA;CALI;Tipo II;76001;76;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa10a2568-ee5d3bcd-385c-8;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;VALLE DEL CAUCA-CALI;SIN INFORMACION;;8
ERM_ACT_1357;ac10-0256-160518ac417-3b1198f9-2e5e-8;VALLE DEL CAUCA;CARTAGO;;76147;76;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;ac10-0256-15d7babefbb-cc2a96af-43cc-e;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;VALLE DEL CAUCA-CARTAGO;SIN INFORMACION;;8
ERM_ACT_1358;ac10-0256-160518ccd85-f9132aec-2e82-6;VALLE DEL CAUCA;FLORIDA;Tipo I;76275;76;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa1080e42-f20f831e-25a0-f;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;VALLE DEL CAUCA-FLORIDA;SIN INFORMACION;;8
ERM_ACT_1359;ac10-0256-160518cd824-65bc1b5a-2e89-d;VALLE DEL CAUCA;JAMUNDÍ;Tipo I;76364;76;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa10825b2-f9f92cc-2680-20;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;VALLE DEL CAUCA-JAMUNDÍ;SIN INFORMACION;;8
ERM_ACT_1360;ac10-0256-160518ce217-2e17a137-2e90-8;VALLE DEL CAUCA;PALMIRA;Tipo I;76520;76;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa1081e01-39768734-2638-2;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;VALLE DEL CAUCA-PALMIRA;SIN INFORMACION;;8
ERM_ACT_1361;ac10-0256-160518cec0a-e7b438d8-2e97-b;VALLE DEL CAUCA;TULUÁ;Tipo I;76834;76;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;0a0a-502c-11aa10a153c-26b344af-37d4-8;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;VALLE DEL CAUCA-TULUÁ;SIN INFORMACION;;8
ERM_ACT_1362;ac10-0256-160518cf5ed-137c9d6f-2e9e-c;VALLE DEL CAUCA;YUMBO;;76892;76;MINISTERIO DE EDUCACION NACIONAL;NINGUNO;1/10/2015;2015;10;;;ac10-0256-15d7bb02232-c1bf5204-43de-1;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;VALLE DEL CAUCA-YUMBO;SIN INFORMACION;;8
ERM_ACT_1363;ac10-0256-160518d000f-fb2ab205-2ea5-e;ANTIOQUIA;ABEJORRAL;Plan de intervención DH;05002;05;FENIX GROUP;NINGUNO;1/08/2015;2015;8;;;0a0a-502c-11aa1073577-6489065-1e2c-3f;Erm Comunitaria;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Otro. Cuál?;;ANTIOQUIA-ABEJORRAL;SIN INFORMACION;;10
